album,title,singer,timespan,lyrics
Leviathan,naked-burn,Brent Hinds,52, The church is burning from the inside out Altars falling into ashes again An eagle fly upon horizons with sight Focusing on all our family and friends Apologize Can we rise above it Climb the line It's a good endeavor The ships arrived Let's sail into the weather Our crying eyes Save yourself Don't wait on me 
Leviathan,naked-burn,Troy Sanders,3, My feet are sewn Endless bottom 
Leviathan,seabeast,Brent Hinds,26, If I stand around and watch them drown in a pool of gray When we dive in I can surely say there's feud with force Am I in your way? Please knock me down. Can I help you in? When I'm not around let us all be found in certain ways 
Leviathan,seabeast,Brent Hinds,26, Dear Mr. Queequeg you have been informed your life's been saved You are not a black-hearted vicious mess so it has been claimed If this is the beast pulling us towards the east with mighty waves Let us look inside and pull out all your pride you know it's up to us 
Leviathan,seabeast,Troy Sanders,20, Holding pasts in ash black earth Bound by roots Roots into sand Grow towards the giver 
Leviathan,seabeast,Brent Hinds,28," There's an open wound placed upon my heart in anger's rage If we open up a spirit, a spirit that can bleed Ahab the leading lad we can trust his obsession carries them Meet us at the temple healing all the crippled Don't forget the maimed "
Leviathan,seabeast,Troy Sanders,20, Lower soul sent with gifts offering Teeth of hope travel with Child laid next to mother 
Once More Round the Sun,asleep-in-the-deep,Brann Dailor,81," The moment you walked in the room my friend  The demons, they all went away  Be careful they're only asleep for a while  Pretending there's nothing to say  Throw salt in all the corners here  Make sure you watch him leave  Build up the walls around this house  And dig out the rot in the floor  Block out the entrance with brick and stone  And mortar that's made from coal  Crawl into this hole I've made  Transform these feelings of fear  "
Once More Round the Sun,asleep-in-the-deep,Brent Hinds,15, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  
Once More Round the Sun,asleep-in-the-deep,Brann Dailor,15, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  
Once More Round the Sun,asleep-in-the-deep,Troy Sanders,15, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  
Once More Round the Sun,asleep-in-the-deep,Troy Sanders,24, Loose lips have fallen on deaf ears  Loose lips have fallen on blind eyes  
Once More Round the Sun,asleep-in-the-deep,Brann Dailor,24, Loose lips have fallen on deaf ears  Loose lips have fallen on blind eyes  
Once More Round the Sun,asleep-in-the-deep,Brann Dailor,39, An ocean of sorrow surrounds this home  I hope that we make it to shore  As time chips away at the fortress walls  Its seems that we weathered the storm The sun begins to show itself  Revealing victory  
Once More Round the Sun,asleep-in-the-deep,Brann Dailor,30, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  
Once More Round the Sun,asleep-in-the-deep,Brent Hinds,30, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  
Once More Round the Sun,asleep-in-the-deep,Troy Sanders,30, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  
Once More Round the Sun,asleep-in-the-deep,Brann Dailor,24, Loose lips have fallen on deaf ears  Loose lips have fallen on blind eyes  
Once More Round the Sun,asleep-in-the-deep,Troy Sanders,32, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind 
Once More Round the Sun,asleep-in-the-deep,Brent Hinds,32, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind 
Once More Round the Sun,asleep-in-the-deep,Brann Dailor,32, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind 
Once More Round the Sun,aunt-lisa,Brann Dailor,56,"  I don't see the fearsome fright  All I see is beauty shine  Not much time to say goodnight  I can hear you scream in the sky  Nephew do you feel all right  Always up in overdrive  They would try to smother you  Never let your feelings through  Where you go, you wonder if you live out loud Where you go, you wonder if you live out loud  Where you go, you wonder if you live out loud  "
Once More Round the Sun,aunt-lisa,Brent Hinds,31,  I'm sniffing your garden  I'm sniffing your rose  She's stuck in the middle  You know how it goes  They're crawling across now  They'll give him some blow  We'll do him a favor  We'll give him some gold  
Once More Round the Sun,aunt-lisa,Brann Dailor,58,"  I remember your eyes came out  I can see you run and shout  Don't know where to place the blame  You knew how to hide your pain  We just want to see you alive  Taught me how to speak my mind  Release you in atmosphere  It was just too small in here  Where you go, you wonder if you live out loud  Where you go, you wonder if you live out loud  Where you go, you wonder if you live out loud  "
Once More Round the Sun,aunt-lisa,Brent Hinds,26,  Live out loud now  We don't live in silence when we live out loud now  We live on the journey  You go with them  
Once More Round the Sun,aunt-lisa,Guest,34,  Hey! Ho!  Let's fucking go  Hey! Ho!  Let's get up and rock n' roll Hey! Ho!  Let's fucking go  Hey! Ho!  Let's get up and rock n' roll Hey! Ho!  Let's fucking go  Hey! Ho!  Let's get up and rock n' roll 
Once More Round the Sun,chimes-at-midnight,Troy Sanders,46," I saw the mountain crumble down  I saw colossus in flames  I heard the ocean draining  Nothing that I could ever tame  Off with my head, come down the line  I have the right to decide  I'll bring this light, as is the sky  Altered minds they criticize  "
Once More Round the Sun,chimes-at-midnight,Troy Sanders,32," Unrest within your flesh  How can we stop this pollution? Altering trouble, you cannot fix  Envy of others never makes me rich  All my heroes, they're all dead  As I remain here inside my  "
Once More Round the Sun,chimes-at-midnight,Brent Hinds,23, We have heard the chimes at midnight  Into the void I go  Will I ever see your face again? Or will black be all I know? 
Once More Round the Sun,chimes-at-midnight,Troy Sanders,62," Arriving inside  Our hearts alive  And the darkness here is grim  But it found us, surrounded  Lead me deep into the canyon  You put your guidance in the wrong hands  Feet ungrounded, giving your best  Now take your gold into silence  You take a stand, bracing yourself  For this cold is never ending  "
Once More Round the Sun,chimes-at-midnight,Brent Hinds,23, We have heard the chimes at midnight  Into the void I go  Will I ever see your face again? Or will black be all I know? 
Once More Round the Sun,chimes-at-midnight,Troy Sanders,14, Arriving inside  Ire hurst a life! 
Once More Round the Sun,diamond-in-the-witch-house,Troy Sanders,17, Wide is the line  Separates the rivers from the dirt  All the while I wonder who's the one 
Once More Round the Sun,diamond-in-the-witch-house,Scott Kelly,21, Within the one and only eye  Within the one and only eye  Within the one and only eye  Within the one and only eye 
Once More Round the Sun,diamond-in-the-witch-house,Troy Sanders,19, Can you see there's a child  Standing idle by us in this mess  Who am I to cause this emptiness 
Once More Round the Sun,diamond-in-the-witch-house,Scott Kelly,31, Willing the sea  To cleanse my soul of all I've been  To bring me free to this clarity  Clarity 
Once More Round the Sun,diamond-in-the-witch-house,Troy Sanders,18," Trouble rolls in  As the tides, they twist and make the turn  Pain subsides and sweeps across the earth again "
Once More Round the Sun,diamond-in-the-witch-house,Scott Kelly,32, Willing the sea  To cleanse my soul of all that I've been  To bring me free to this clarity  Clarity  
Once More Round the Sun,diamond-in-the-witch-house,Scott Kelly,21, Within the one and only eye  Within the one and only eye  Within the one and only eye  Within the one and only eye  
Once More Round the Sun,diamond-in-the-witch-house,Scott Kelly,40, I'm standing deep in these waters  Bleeding free and bent to drag us onto new visions  Only loss fills my void  Only loss fills my void  Only loss fills my void  
Once More Round the Sun,diamond-in-the-witch-house,Scott Kelly,96," Only the void connects me  With these mountains of dust, blood and soil  The stones born in the flames of truth  Demand a sacrifice  A sacrifice  A sacrifice  Don't just bleed us and leave us to ourselves  We will return so deeply harmed, and we will shatter you And we will shatter you And we will shatter you "
Once More Round the Sun,ember-city,Troy Sanders,25,  You walk with boundless grace  Think old thoughts from yesterday  All being lost in the fire  You wandered and lost the way  Someone's always left behind  When the door of life closes  
Once More Round the Sun,ember-city,Brann Dailor,25,  And you were slipping away  What do I say to you  What do I say to you  And if I want you to stay  What do I say to you? What do I say to you? 
Once More Round the Sun,ember-city,Troy Sanders,27,  This moment I take for you  Think of all we didn't do  All seeking answers from this  Hope to come out alive  Standing still my hands are tied  Our eyes open up to the sky  
Once More Round the Sun,ember-city,Brann Dailor,25,  And you were slipping away  What do I say to you  What do I say to you  And if I want you to stay  What do I say to you? What do I say to you? 
Once More Round the Sun,ember-city,Brann Dailor,26,  And you were slipping away  What do I say to you  What do I say to you  And if I want you to stay  What do I say to you? What do I say to you? 
Once More Round the Sun,feast-your-eyes,Troy Sanders,18, You call for reasons  It turns me inside out  There's no direction  No ebb and flow  You call them rejects  They're all I have  The mills of life  They will grind you down  
Once More Round the Sun,feast-your-eyes,Troy Sanders,12, See the red  All I know is  See the red  Watch it flowing  
Once More Round the Sun,feast-your-eyes,Brann Dailor,12, See the red  All I know is  See the red  Watch it flowing  
Once More Round the Sun,feast-your-eyes,Troy Sanders,20, I see a vision  Chew it with my teeth  Believe the dying  And minds that read  A change in season  Your mind crawls black  Turning neurotic  A self attack  
Once More Round the Sun,feast-your-eyes,Brann Dailor,14, See the red  All I know is  See the red  Watch it flow  
Once More Round the Sun,feast-your-eyes,Troy Sanders,14, See the red  All I know is  See the red  Watch it flow  
Once More Round the Sun,feast-your-eyes,Troy Sanders,19, The beast is vicious  Turns your pale face green  And keep the search on for mystery  You told a secret  Confide into the trees  Thinking you know a man's history  
Once More Round the Sun,feast-your-eyes,Troy Sanders,13, See the red  All I know is  See the red  Watch it flowing  
Once More Round the Sun,feast-your-eyes,Brann Dailor,13, See the red  All I know is  See the red  Watch it flowing  
Once More Round the Sun,feast-your-eyes,Troy Sanders,18, Fall into pieces  I swear we're done  You stick with me and prevail as one  Fall into pieces  I swear we're done  You stick with me and prevail as one 
Once More Round the Sun,haloween,Brent Hinds,22,"  Orange and black take me back to halloween  I've given to the blind can't you see? Gasoline runs through my veins, so don't you mess with me  I couldn't tame that beast with a handful of meat  "
Once More Round the Sun,haloween,Brent Hinds,20,"  Just wait 'till that robe falls at my feet  Cold and dilated like my memories  Strange voices in my head, who could they be  It's the master of disguise and he's breaking me  "
Once More Round the Sun,haloween,Brann Dailor,22,  You will find spirits never rise  Without warning  Feel your fate as you come alive  They're here to take you home  
Once More Round the Sun,haloween,Brent Hinds,21,  Crashing through the walls  You're the one  I want to see  Bent all up on a moon-soaked night  Death is riding with me  Dripping blood with hell froze at my feet  Use a razor blade to cut some lines  Because now I'm going to speed  
Once More Round the Sun,haloween,Brann Dailor,21,  You will find spirits never rise  Without warning  Feel your fate as you come alive  They're here to take you 
Once More Round the Sun,high-road,Troy Sanders,41,"  You let the wind take us down  You let the storm come and wipe us out  I saw the fog snuff you out  I saw the ocean come take you under  I have my boots stuck in your mouth  I'll have you screaming for your last breath, yeah  I'll shove them both deep inside  Patiently waiting for deep devour  "
Once More Round the Sun,high-road,Brann Dailor,18,  You take the high road down  I'll take the ground below you  You take the high road down  I'll take the ground below  
Once More Round the Sun,high-road,Troy Sanders,17,"  You are the one who nobody likes  You are the plague that was brought here by rats  I'd like to hunt you, that's fact  Watching you fade out and never go back  "
Once More Round the Sun,high-road,Brann Dailor,19,  You take the high road down  I'll take the ground below you  You take the high road down  I'll take the ground below  
Once More Round the Sun,high-road,Brann Dailor,17,  You take the high road down  I'll take the ground below you  You take the high road down  I'll take the ground below 
Once More Round the Sun,once-more-round-the-sun,Brent Hinds,25," I'm a man and that's who I am  And I'll tell you that to your face  I'm from the clouds and I shine like the moon  And I'm here to fuck up the place  Make it last, make it count  One more 'round and I'll see you outside  Heaven knows life can turn on a dime  So lets enjoy our time  "
Once More Round the Sun,once-more-round-the-sun,Troy Sanders,12," They have got me hanging upside down, again  Once more 'round the sun we go again  "
Once More Round the Sun,once-more-round-the-sun,Brent Hinds,24, What's the meaning of life that we lead when  We're caught up in the race  My heart is spinning like a merry-go-round  And I want you to take a ride  I know it's rough and I know that you are weary  But its nice once you step inside  Roll me over and turn me around and lets make up on time  
Once More Round the Sun,once-more-round-the-sun,Troy Sanders,16," They have got me hanging upside down, again  I just want to melt into the sun again  Once more 'round the sun we go again  "
Once More Round the Sun,once-more-round-the-sun,Troy Sanders,21,  They have got me hanging upside down again  I just want to melt into the sun again  They have got me hanging upside down again  Once more 'round the sun we go again 
Once More Round the Sun,the-motherload,Brann Dailor,52,"  I can see what the world has done to you  I can feel the weight, feel the weight  I can see what this life has handed you  I can feel the weight, feel the weight  This time, this time, things'll work out just fine  We won't let you slip away  This time, this time, things'll work out just fine  We won't let you leave this way  "
Once More Round the Sun,the-motherload,Troy Sanders,12,  If you want you can will it  You can have it  I can put it right there in your hands  
Once More Round the Sun,the-motherload,Brann Dailor,52,"  I can hear what the spirits are telling you  I can clear the weight, clear the weight  I can see all the wolves as they circle you  I can crush the weight, crush the weight  This time, this time, things'll work out just fine  We won't let you slip away  This time, this time, things'll work out just fine  We won't let you leave this way  "
Once More Round the Sun,the-motherload,Troy Sanders,12,  If you want you can will it  You can have it  I can put it right there in your hands  
Once More Round the Sun,the-motherload,Brann Dailor,26,"  This time, this time, things'll work out just fine  We won't let you slip away  This time, this time, things'll work out just fine  We won't let you leave this way  "
Once More Round the Sun,the-motherload,Troy Sanders,13,  If you want you can will it  You can have it  I can put it right there in your hands 
Once More Round the Sun,tread-lightly,Troy Sanders,108," Through the ages, all the weary and the blind  Facing the unknown  Off the venom  Center our lives  Knowing not your own is unwise  And  I will return for more  The light will lead you ashore  Paralyzed by  Paralyzed by  Paralyzed by thorn inside  To the angel  Breathing on me from the right  A guilt you'll never know  From the devil  Staring from the left hand side  Souls to animal  Recede your eyes  Sulk in disgust  When there is doubt look to the obvious  And  I'll decide what you will pay  Changing your mind seals our fate  "
Once More Round the Sun,tread-lightly,Troy Sanders,11, Paralyzed by  Paralyzed by  Paralyzed by thorn inside  
Once More Round the Sun,tread-lightly,Troy Sanders,30, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light  
Once More Round the Sun,tread-lightly,Brann Dailor,30, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light  
Once More Round the Sun,tread-lightly,Troy Sanders,26, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light 
Once More Round the Sun,tread-lightly,Brann Dailor,26, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light 
Remission,burning-man,Eric Saner,12, coals under foot burst into flames become the earth's ashes remain awaiting sand a burning man 
Remission,burning-man,Eric Saner,13, approach the door where i place blame take the first step cleansing my shame awaiting sand a burning man 
Remission,burning-man,Eric Saner,13, coals under foot burst into flames become the earth's ashes remain awaiting sand a burning man 
Remission,burning-man,Eric Saner,12, approach the door where i place blame take the first step cleansing my shame awaiting sand a burning man 
Remission,crusher-destroyer,Eric Saner,12, lesson the honoring instinct of animal pressure no blame on the red bull throw fury at him 
Remission,crusher-destroyer,Eric Saner,23, aim gorge and win less contenders on the way today let them pay nothing lost nothing gained listen 
Remission,crusher-destroyer,Eric Saner,12, here lies the warning for matador blackout blood running the dirt floor won't bleed by accident 
Remission,crusher-destroyer,Eric Saner,-37, burn your game plan 
Remission,march-of-the-fire-ants,Eric Saner,20, as passion encircles the daily storm the heart bleeds and droughts do not 
Remission,march-of-the-fire-ants,Eric Saner,72, bone grave bone engraved stone grave stone engraved bone grave bone engraved stone grave stone engraved all circles created with intention an ocean turns yellow it soothes the eye bone grave bone engraved stone grave stone engraved bone grave bone engraved stone grave stone engraved 
Remission,mother-puncher,Eric Saner,33, change stand grow these things you'll never be taste your fate all that you'll ever be a life love unconditional a life love love unconditional 
Remission,mother-puncher,Eric Saner,94, chase chase 'em down string 'em up hate hate the ones who bring you down chase chase 'em down string 'em up hate hate the ones who bring you down chase chase 'em down string 'em up hate hate the ones who bring you down 
Remission,ole-nessie,Eric Saner,46, sanction lived in taught by masters flight of giving be mine always here for duration miss my sweet love times of sailing keep me grounded make us sure of future sanctions 
Remission,ole-nessie,Eric Saner,39, sanction lived in taught by masters flight of giving be mine always here for duration miss my sweet love times of sailing keep me grounded make us sure of future sanctions 
Remission,trainwreck,Eric Saner,36, life's changed yet remain the same basking in an afterglow i did not know i am here in shadows island lying hopeless wondering all questions exhaust me 
Remission,trainwreck,Eric Saner,36, life's changed yet remain the same basking in an afterglow i did not know i am here in shadows island lying hopeless wondering all questions exhaust me 
Remission,trainwreck,Eric Saner,43, running screaming chanting for all this land i've seen its worth helping all for times sake it brings me work pinned to this world running screaming chanting for all this land i've seen its worth helping all for times sake it brings me work pinned to this world 
Remission,trampled-under-hoof,Eric Saner,25, birth original plan who will issue days and strike them hurry to mystic plains go 
Remission,trampled-under-hoof,Eric Saner,8, life's blood life's blood life's blood my life's blood 
Remission,trampled-under-hoof,Eric Saner,10, life's blood life's blood life's blood life's blood 
Remission,trampled-under-hoof,Eric Saner,9, life's blood life's blood life's blood life's blood 
Remission,trampled-under-hoof,Eric Saner,11, hurdle in the path struck down all is clear for play 
Remission,trilobite,Eric Saner,39, if you can't get it i can't get it fly soul is single wind beneath us i can't take it if you can't take it fly soul is single wind beneath us 
Remission,trilobite,Eric Saner,38, if you can't get it i can't get it fly soul is single wind beneath us i can't take it if you can't take it fly soul is single wind beneath us 
Remission,trilobite,Eric Saner,32, shades of sixteen you're with me shades of sixteen remember shades of sixteen you're with me shades of sixteen remember 
Remission,where-strides-the-behemoth,Eric Saner,15, condition tomorrow with visions inlaid the priest stands to our right a princess is mine 
Remission,where-strides-the-behemoth,Eric Saner,13, the regress of some minds further chase the prize pretentious you follow religion is mine 
Remission,where-strides-the-behemoth,Eric Saner,32, anger precedes my footsteps haunting past comes into head horizon seems so far away this life close to end of days kill and i will be damned forgive and i will be free 
Remission,where-strides-the-behemoth,Eric Saner,4, unified eyesight grow 
Remission,workhorse,Eric Saner,19, slaved into brittle and worked for days only thing that paves your stay look behind you see what you've made like a workhorse stands for miles work for you and never get tired roll 'em up it's time to go we'll be back before it's too long 
Remission,workhorse,Eric Saner,21, shaved into rhythm work for days consequences we have paid to be free in a world we've made like a workhorse stands for miles work for you and never get tired roll 'em up it's time to go we can bet on all that's lost before it's too long 
Remission,workhorse,Eric Saner,2, burning hell 
The Hunter,all-the-heavy-lifting,Troy Sanders,25, Lift you up again  Give you to the trees  All sound and visions are  What they ask of me  Let's run fast through the fields  Over mountaintops  Let's swim through ocean water  And we'll never stop  
The Hunter,all-the-heavy-lifting,Troy Sanders,21, Just close your eyes  And pretend that everything's fine  Just close your eyes  I'll tell you when  
The Hunter,all-the-heavy-lifting,Troy Sanders,26," Can you show me  Where to find the stream? I've been told before  That the water's clean  Will you come with me? Two of us can drink  Move quick, we've got to hurry  There's no time to think  "
The Hunter,all-the-heavy-lifting,Troy Sanders,22, Just close your eyes  And pretend that everything's fine  Just close your eyes  I'll tell you when  
The Hunter,all-the-heavy-lifting,Troy Sanders,23, We didn't come this far  Just to turn around  We didn't come this far  Just to run away  Just ahead  We will hear the sound  The sound that gives us  A brand new day  
The Hunter,all-the-heavy-lifting,Troy Sanders,24, Just close your eyes  And pretend that everything's fine  Just close your eyes  I'll tell you when 
The Hunter,bedazzled-fingernails,Troy Sanders,36, Give and take  We are full of pride  All is proved in time  Lay me down  Stand my ground  Lay me down  Stand my ground  
The Hunter,bedazzled-fingernails,Troy Sanders,6, Taking a life I see it flash before my eyes  
The Hunter,bedazzled-fingernails,Troy Sanders,7, Taking a life I see it flash before my eyes  
The Hunter,bedazzled-fingernails,Troy Sanders,45, Rule by the head  Endure the test of time  Plant the seed of mind  Lay me down  Stand my ground  Lay me down  Stand my ground  Taking a life I see it flash before my eyes  
The Hunter,bedazzled-fingernails,Troy Sanders,7, Taking a life I see it flash before my eyes 
The Hunter,black-tongue,Troy Sanders,19, I burned out my eyes  I cut off my tongue  I sealed them with all of the silver  And now  I have none  
The Hunter,black-tongue,Troy Sanders,26, You killed the life  You took the diamond  You killed the vine  Death of the  
The Hunter,black-tongue,Troy Sanders,17, You own the darkness  Have taken my sight  You buried the stars underground  You've stolen the night  
The Hunter,black-tongue,Troy Sanders,14, You can run to the sea  You can run to the forest  You can hide  But you'll never escape  
The Hunter,black-tongue,Troy Sanders,3, You've run out of lies  
The Hunter,black-tongue,Troy Sanders,3, You've run out of time  
The Hunter,black-tongue,Troy Sanders,17, You killed the life  You took the diamond  You killed the vine  Death of the sun 
The Hunter,blasteroid,Troy Sanders,19," Change your hair, change your clothes  I'll rearrange your face for you  If you can breathe when  I am through  I'll give it all right back to you  "
The Hunter,blasteroid,Brent Hinds,17, I want to drink some fucking blood  I want to break some fucking glass  I want to squeeze you till you're inside out  I want it all  
The Hunter,blasteroid,Troy Sanders,20," Change your name, change your eyes  Become the one who  I despise  If you are sad and need to cry  Then turn around and go outside  "
The Hunter,blasteroid,Brent Hinds,16, I want to drink some fucking blood  I want to break some fucking glass  I want to squeeze you till you're inside out  I want it all 
The Hunter,creature-lives,Brann Dailor,20, I saw the creature fall  Into the swamp from which he spawned  I heard them laugh and say  They never liked him anyway  
The Hunter,creature-lives,Brann Dailor,20, I tried to talk to them  To help you on your feet again  They laughed and said to me  The swamp is right where I should be  
The Hunter,creature-lives,Brann Dailor,38, The creature lives  The creature lives  The creature lives  The creature lives 
The Hunter,curl-of-the-burl,Brann Dailor,16," I killed a man cause he killed my goat  I put my hands around his throat  He tried to reason with the sky and the clouds  But it didn't matter, cause they can't hear a sound  "
The Hunter,curl-of-the-burl,Troy Sanders,15, It's just the curl of the burl  It's just the curl of the burl  That's just the way of the world  It's just the curl of the burl  
The Hunter,curl-of-the-burl,Brann Dailor,16," Splinters in my skin just like needles and pins  I cut through the pine, love the feeling it gives  Been out here for days running through these streets  I'm using my hands, cutting through the disease  "
The Hunter,curl-of-the-burl,Troy Sanders,15, It's just the curl of the burl  It's just the curl of the burl  That's just the way of the world  It's just the curl of the burl  
The Hunter,curl-of-the-burl,Troy Sanders,24," I feed the powerless  Chew it up, spit the rest  I feed the powerless  Chew it up, spit the rest  "
The Hunter,curl-of-the-burl,Troy Sanders,15, It's just the curl of the burl  It's just the curl of the burl  That's just the way of the world  It's just the curl of the burl  
The Hunter,dry-bone-valley,Brann Dailor,27,"  Head down, running from the beast  Breakneck speed taking all my breath  Black feet scrapped and scarred and dripping blood  Rain come down, take me with your flood  "
The Hunter,dry-bone-valley,Troy Sanders,10,  I came to and I was running from you  Feel your breath on the back of my neck  
The Hunter,dry-bone-valley,Brann Dailor,13,  Where have I come to be? Is this all that's left for me? 
The Hunter,dry-bone-valley,Brann Dailor,37,"  I wish that I was still there  I want to keep on breathing  Bulls roar loud, snakes move past my feet  No teeth, no hands, set me free  Bones start rattling 'round inside my head  I don't know if I'm alive or dead  "
The Hunter,dry-bone-valley,Troy Sanders,6,  I came to and I was running from you  Feel your breath on the back of my neck  
The Hunter,dry-bone-valley,Brann Dailor,14,  Where have I come to be? Is this all that's left for me? 
The Hunter,dry-bone-valley,Brann Dailor,9,  I wish that I was still there  I want to keep on breathing  
The Hunter,dry-bone-valley,Brann Dailor,18,"  Dig deep, kicking up rock and dirt and sand  Out of this lifeless valley, bones in hand  Over these mountains to the seas of life  Leave this desert for the sick and damned "
The Hunter,octopus-has-no-friends,Brann Dailor,20, To tempt the fool into the mine  Let loose the snake with antidote  
The Hunter,octopus-has-no-friends,Troy Sanders,14, Take the hand  Guide the way  Far away  Find the truth  Always  Always  
The Hunter,octopus-has-no-friends,Troy Sanders,10, I'm on my way back home  I'm on my way back home  
The Hunter,octopus-has-no-friends,Brann Dailor,21, I see your face inside the smoke  It's hard to scream and nice to choke 
The Hunter,octopus-has-no-friends,Troy Sanders,15, Take the hand  Guide the way  Far away  Find the truth  Always  Always  
The Hunter,octopus-has-no-friends,Troy Sanders,9, I'm on my way back home  I'm on my way back home  
The Hunter,octopus-has-no-friends,Brann Dailor,21," Let's rest awhile inside the cave  Don't cry, you'll see that we'll be safe  "
The Hunter,octopus-has-no-friends,Troy Sanders,27, Take the hand  Guide the way  Far away  Find the truth  Always  Always Take your heart into your hand  Always  Take your heart into your hand  Always 
The Hunter,octopus-has-no-friends,Troy Sanders,11, I'm on my way back home  I'm on my way back home 
The Hunter,spectrelight,Troy Sanders,32,  We trip the light  Firebird flies  Burn your inside  Given a lesson  The path I've shown  Follow all I know  Into the spectrelight  Into the afterlife  
The Hunter,spectrelight,Troy Sanders,33,  It came from the ocean  Gift from the sea  Lava forms the stone  Belief in power  Believe the dream  Trust your own truth  Into the spectrelight  Into the afterlife  
The Hunter,spectrelight,Scott Kelly,22,  You listen through the light  Tolling on the sea  Barren eyes behind you  Leave the shadows waking dreams  
The Hunter,spectrelight,Scott Kelly,22," Rising through the door  Writing with a knife  Cut speech, cut light  Cut chord and break the dawning wretch of silence  "
The Hunter,spectrelight,Troy Sanders,25,  Trust your own truth  Souls of the fallen  Death of the Godhead  Listen and breathe  Into the spectrelight  Into the afterlife  
The Hunter,stargasm,Brent Hinds,24, The temple of bodies  A building with souls  Given the cosmos  As we let go  As we let go  Locked in a dance  Surrounding the moon  This far from the clouds  Stargasm flows  Stargasm  
The Hunter,stargasm,Brent Hinds,20, Lead us by horses  On the way to our graves  Father the owl  It is your faith  It is your faith Awake in the moment  Awaken the heart  Look to the spirits  Stargasm glows  Stargasm  
The Hunter,stargasm,Brann Dailor,36, And then we shift into overdrive  But you're not here  And your legs and the stars collide  You're on fire  You're on fire  You're on fire  You're on fire 
The Hunter,stargasm,Brent Hinds,22, Henged from the solstice  Bohemian grove  Flesh lies the altar  As we let go  As we let go  Glasses are empty  The owl has flown  Sever relation  Like you didn't know  Like you didn't know  
The Hunter,stargasm,Brann Dailor,37, And then we shift into overdrive  But you're not here  And your legs and the stars collide  You're on fire  You're on fire  You're on fire  You're on fire  
The Hunter,the-hunter,Brent Hinds,32, All the love  I've shown  And given to the ones  I've known  All the love  I make  Is equal to the love  I take  All the life  I've known  And given to the life  I've shown  Along the way  
The Hunter,the-hunter,Troy Sanders,31," Free from it all  Breathe in the darkest fall  We laugh and cry through a brother's eyes for now  Through fire embers' glow  Haunted,  I lift the stone  Letting go, your spirit flies  "
The Hunter,the-hunter,Brent Hinds,32,  All the love  I've shown  Given to the ones  I've known  All the love  I make  Is equal to the love  I take  Life is brief as  Be careful for what you ask  Along the way  
The Hunter,the-hunter,Troy Sanders,62," Free from it all  Breathe in the darkest fall  We laugh and cry through a brother's eyes for now  Through fire embers' glow  Haunted,  I lift the stone  Letting go, your spirit flies  His thorns are on the road  His thorns are on the road  In the morning light  The sparrow flies  When the moon devours us  The planet dies  "
The Hunter,the-hunter,Troy Sanders,30," Free from it all  Breathe in the darkest fall  We laugh and cry through a brother's eyes for now  Through fire embers' glow  Haunted,  I lift the stone  Letting go, your spirit flies "
The Hunter,the-sparrow,Brann Dailor,6, Pursue happiness with diligence 
The Hunter,the-sparrow,Brann Dailor,7, Pursue happiness with diligence 
The Hunter,the-sparrow,Brann Dailor,4, Pursue happiness with diligence 
The Hunter,the-sparrow,Brann Dailor,7, Pursue happiness with diligence 
The Hunter,thickening,Brent Hinds,16,  With the lights down low  Wrapped up like a baby  And your hair hangs long  Surrounding my face  
